,instrument,instrument_family,instrument_source,note,pitch,qualities,velocity
guitar_acoustic_030-022-127,642,3,0,170073,22,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",127
keyboard_electronic_098-072-075,905,4,1,234280,72,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_electronic_022-088-075,378,3,1,285800,88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_014-107-025,263,3,0,171341,107,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
string_acoustic_056-056-127,436,8,0,15837,56,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",127
bass_synthetic_068-076-100,656,0,2,214459,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_078-051-075,838,4,1,155964,51,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_007-071-127,123,6,1,287000,71,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
bass_synthetic_134-078-075,914,0,2,261563,78,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
guitar_electronic_022-057-100,378,3,1,234341,57,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_014-055-050,100,8,0,550,55,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",50
flute_synthetic_000-024-100,82,2,2,6715,24,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_009-052-127,150,0,2,215561,52,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",127
keyboard_electronic_003-070-075,65,4,1,191070,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
flute_synthetic_000-075-100,82,2,2,144658,75,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_135-093-050,927,0,2,216250,93,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_135-049-025,927,0,2,228534,49,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_068-022-025,656,0,2,66776,22,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_acoustic_004-038-075,327,4,0,246434,38,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
bass_synthetic_135-103-127,927,0,2,243481,103,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_134-088-100,914,0,2,182893,88,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
reed_acoustic_011-055-050,104,7,0,125371,55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_synthetic_000-047-127,577,4,2,227128,47,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",127
guitar_electronic_028-066-127,510,3,1,45033,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
string_acoustic_057-076-100,450,8,0,32864,76,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",100
bass_synthetic_098-063-100,803,0,2,275012,63,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
flute_acoustic_002-104-100,86,2,0,13176,104,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
guitar_acoustic_014-027-075,263,3,0,166083,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_047-070-050,488,5,0,158425,70,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
guitar_acoustic_010-103-025,219,3,0,1699,103,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_002-054-127,50,4,1,99906,54,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_098-048-100,803,0,2,163881,48,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_068-074-025,656,0,2,192481,74,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
reed_acoustic_011-067-100,104,7,0,10949,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_098-056-127,905,4,1,153410,56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_098-022-025,803,0,2,231492,22,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_001-076-127,40,4,1,179841,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_068-102-100,656,0,2,224339,102,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
keyboard_electronic_002-107-025,50,4,1,72028,107,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
guitar_acoustic_021-091-127,457,3,0,192244,91,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
keyboard_electronic_001-021-075,40,4,1,139443,21,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
string_acoustic_012-036-075,97,8,0,118154,36,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
keyboard_electronic_003-079-075,65,4,1,205929,79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_059-050-075,572,1,0,30261,50,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
guitar_acoustic_014-102-050,263,3,0,97681,102,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
bass_electronic_018-039-075,759,0,1,68650,39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_021-046-025,457,3,0,188989,46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
vocal_synthetic_003-047-025,37,10,2,23500,47,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
bass_electronic_027-040-025,880,0,1,85400,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_002-060-100,50,4,1,63033,60,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_046-072-127,414,1,0,70325,72,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_046-075-050,414,1,0,55047,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_134-077-100,914,0,2,276640,77,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
keyboard_acoustic_004-024-100,327,4,0,252822,24,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
organ_electronic_104-061-100,921,6,1,150572,61,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_069-035-025,805,4,1,215232,35,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_synthetic_000-058-075,577,4,2,300518,58,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",75
keyboard_electronic_002-051-050,50,4,1,260892,51,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_018-055-050,759,0,1,212207,55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_006-079-100,43,1,0,74413,79,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
keyboard_electronic_078-033-075,838,4,1,141299,33,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_010-092-050,219,3,0,63757,92,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_009-033-050,150,0,2,214498,33,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",50
string_acoustic_071-031-100,609,8,0,83046,31,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
organ_electronic_113-041-075,958,6,1,148163,41,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_001-033-050,40,4,1,226536,33,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_003-071-100,65,4,1,144893,71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_009-058-100,150,0,2,257813,58,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",100
bass_electronic_025-024-050,872,0,1,269134,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_003-055-100,65,4,1,204193,55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_012-034-075,97,8,0,36591,34,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
bass_synthetic_134-074-100,914,0,2,128772,74,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",100
keyboard_electronic_002-062-025,50,4,1,290180,62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_002-027-075,50,4,1,200617,27,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_002-049-025,50,4,1,216602,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
mallet_acoustic_062-050-100,644,5,0,119134,50,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",100
bass_synthetic_033-055-075,417,0,2,191961,55,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_046-081-075,414,1,0,1499,81,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_021-072-075,457,3,0,60877,72,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_033-037-127,417,0,2,196273,37,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_113-074-100,958,6,1,285105,74,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_009-055-075,150,0,2,232249,55,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",75
bass_synthetic_135-070-050,927,0,2,176120,70,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-069-025,440,6,1,276078,69,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-106-025,82,2,2,134445,106,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
bass_electronic_025-033-050,872,0,1,185252,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_006-051-100,43,1,0,45879,51,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
flute_acoustic_002-096-127,86,2,0,10370,96,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
bass_synthetic_098-059-127,803,0,2,208385,59,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_006-065-075,43,1,0,15328,65,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
reed_acoustic_018-070-127,183,7,0,85727,70,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_059-051-050,572,1,0,43656,51,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
reed_acoustic_037-059-075,387,7,0,100167,59,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
flute_synthetic_000-053-050,82,2,2,96846,53,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-046-025,440,6,1,212594,46,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_synthetic_000-107-050,82,2,2,100779,107,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_134-028-050,914,0,2,201109,28,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
guitar_acoustic_030-088-100,642,3,0,183940,88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",100
reed_acoustic_018-082-050,183,7,0,141406,82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_047-102-075,488,5,0,9513,102,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
keyboard_electronic_003-055-050,65,4,1,66,55,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_009-035-050,150,0,2,264817,35,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",50
bass_synthetic_068-091-127,656,0,2,242447,91,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_015-055-025,121,1,0,14670,55,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
guitar_acoustic_015-082-050,316,3,0,63682,82,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
keyboard_electronic_003-054-127,65,4,1,258110,54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_001-088-127,40,4,1,82370,88,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",127
reed_acoustic_023-062-050,224,7,0,49951,62,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",50
organ_electronic_104-081-100,921,6,1,202336,81,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_001-055-127,8,6,1,288891,55,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_034-097-075,420,0,2,237985,97,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",75
vocal_synthetic_003-091-075,37,10,2,13488,91,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",75
organ_electronic_007-038-025,123,6,1,273528,38,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
bass_synthetic_034-094-100,420,0,2,203279,94,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",100
keyboard_electronic_003-054-025,65,4,1,299498,54,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
mallet_acoustic_047-096-050,488,5,0,173327,96,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",50
guitar_acoustic_015-089-100,316,3,0,137250,89,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
keyboard_electronic_001-094-100,40,4,1,205065,94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_016-070-127,128,1,0,71922,70,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_synthetic_000-065-100,577,4,2,287990,65,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",100
organ_electronic_001-047-127,8,6,1,233694,47,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_113-040-075,958,6,1,144307,40,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_014-105-050,263,3,0,181893,105,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
bass_electronic_025-041-100,872,0,1,272448,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_057-037-050,701,6,1,274180,37,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
reed_acoustic_023-049-100,224,7,0,4314,49,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",100
string_acoustic_057-090-050,450,8,0,71202,90,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",50
organ_electronic_001-066-075,8,6,1,202046,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_002-067-050,50,4,1,221077,67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_046-054-025,414,1,0,87875,54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_009-020-100,150,0,2,240890,20,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",100
keyboard_electronic_001-038-100,40,4,1,232891,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
mallet_acoustic_056-064-100,590,5,0,79827,64,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
guitar_acoustic_010-047-127,219,3,0,36619,47,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
mallet_acoustic_047-069-075,488,5,0,133468,69,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",75
bass_synthetic_033-038-025,417,0,2,286310,38,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_071-042-127,609,8,0,109263,42,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",127
vocal_synthetic_003-028-075,37,10,2,21000,28,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
vocal_synthetic_003-079-025,37,10,2,25421,79,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
keyboard_electronic_078-042-050,838,4,1,303054,42,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
brass_acoustic_015-042-075,121,1,0,94933,42,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
guitar_acoustic_021-079-127,457,3,0,154715,79,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
organ_electronic_104-050-127,921,6,1,228548,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_002-104-127,50,4,1,172264,104,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
vocal_synthetic_003-092-025,37,10,2,23457,92,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
bass_synthetic_098-032-025,803,0,2,206022,32,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_electronic_027-038-075,880,0,1,267564,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
flute_synthetic_000-104-075,82,2,2,105839,104,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_007-063-075,123,6,1,209235,63,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
reed_acoustic_037-064-025,387,7,0,53296,64,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
mallet_acoustic_062-088-100,644,5,0,141220,88,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",100
bass_synthetic_009-038-100,150,0,2,188355,38,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",100
brass_acoustic_016-081-075,128,1,0,69590,81,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_electronic_022-069-100,378,3,1,288360,69,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_057-033-100,701,6,1,200413,33,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_003-024-127,65,4,1,242285,24,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
vocal_acoustic_000-070-127,46,10,0,450,70,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
brass_acoustic_046-082-025,414,1,0,93335,82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
vocal_synthetic_003-032-050,37,10,2,43550,32,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
bass_synthetic_098-092-050,803,0,2,182706,92,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_electronic_028-051-050,510,3,1,135601,51,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_007-056-127,123,6,1,239419,56,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
guitar_acoustic_014-088-025,263,3,0,70130,88,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
keyboard_electronic_098-029-050,905,4,1,248794,29,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_033-081-025,417,0,2,196314,81,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
flute_acoustic_002-068-100,86,2,0,125219,68,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
string_acoustic_080-051-100,675,8,0,61420,51,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
brass_acoustic_006-053-050,43,1,0,81672,53,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
guitar_electronic_028-106-075,510,3,1,180023,106,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_098-073-075,803,0,2,201671,73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_033-047-075,417,0,2,245351,47,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
string_acoustic_012-025-025,97,8,0,78368,25,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",25
guitar_acoustic_010-050-025,219,3,0,170272,50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_acoustic_004-086-050,327,4,0,44522,86,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
reed_acoustic_023-035-075,224,7,0,97982,35,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",75
guitar_acoustic_010-023-075,219,3,0,10263,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_001-085-127,8,6,1,215385,85,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-048-050,219,3,0,144155,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_135-037-127,927,0,2,200162,37,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_synthetic_000-042-100,577,4,2,291616,42,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",100
keyboard_acoustic_004-087-127,327,4,0,304894,87,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
vocal_acoustic_000-061-100,46,10,0,13799,61,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
bass_electronic_025-051-100,872,0,1,263702,51,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_001-073-127,40,4,1,278286,73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_003-085-100,65,4,1,253204,85,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
mallet_acoustic_062-104-075,644,5,0,24796,104,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",75
bass_synthetic_034-064-100,420,0,2,203562,64,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",100
bass_synthetic_009-045-075,150,0,2,204012,45,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",75
keyboard_electronic_003-042-100,65,4,1,205598,42,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_007-092-050,123,6,1,214565,92,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",50
reed_acoustic_023-066-075,224,7,0,131357,66,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",75
guitar_electronic_022-047-127,378,3,1,100939,47,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
reed_acoustic_023-041-050,224,7,0,32071,41,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",50
bass_synthetic_033-102-100,417,0,2,140833,102,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_023-069-100,224,7,0,63004,69,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",100
organ_electronic_113-076-025,958,6,1,104134,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_098-078-100,803,0,2,243057,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_104-069-050,921,6,1,289124,69,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_135-072-075,927,0,2,260775,72,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_134-090-100,914,0,2,72985,90,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
keyboard_electronic_078-073-050,838,4,1,225461,73,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_104-038-127,921,6,1,235599,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
string_acoustic_080-048-075,675,8,0,13115,48,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
string_acoustic_014-047-127,100,8,0,118849,47,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",127
guitar_acoustic_014-035-100,263,3,0,144221,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_033-056-127,417,0,2,217019,56,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_069-068-100,805,4,1,202331,68,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_002-048-075,50,4,1,228980,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_068-107-127,656,0,2,205283,107,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
bass_synthetic_135-045-127,927,0,2,169256,45,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_016-074-100,128,1,0,72309,74,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_033-050-050,417,0,2,206514,50,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_047-083-127,488,5,0,37963,83,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",127
bass_synthetic_134-033-100,914,0,2,193323,33,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100
guitar_acoustic_015-026-025,316,3,0,94769,26,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
flute_acoustic_002-103-025,86,2,0,52195,103,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
organ_electronic_113-033-050,958,6,1,72359,33,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_021-057-025,457,3,0,152893,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_113-054-075,958,6,1,207633,54,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_electronic_022-050-025,378,3,1,114303,50,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_071-044-100,609,8,0,36146,44,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
reed_acoustic_011-052-127,104,7,0,139656,52,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_028-058-050,440,6,1,305602,58,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_113-030-050,958,6,1,57727,30,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_electronic_022-048-050,378,3,1,280709,48,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_003-078-100,65,4,1,295464,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_electronic_018-034-100,759,0,1,222844,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_037-062-127,387,7,0,119304,62,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
string_acoustic_012-041-075,97,8,0,21192,41,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
brass_acoustic_046-063-075,414,1,0,26915,63,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_033-068-050,417,0,2,191090,68,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_104-057-127,921,6,1,44616,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
vocal_synthetic_003-073-100,37,10,2,19348,73,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100
brass_acoustic_006-063-100,43,1,0,35895,63,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
keyboard_electronic_098-075-075,905,4,1,283903,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_098-047-100,803,0,2,249245,47,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
